instance,failed,satisfaction,reported,low,high,width
34,F4,0.8625,0.7380952380952381,0.7380952380952381,0.7380952619047618,2.3809523685969225e-08
34,W1,0.8,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.0
34,W2,0.875,0.7619047619047619,0.7619047619047619,0.7619047690476191,7.1428571946086095e-09
34,W3,0.6875,0.40476190476190477,0.40476190476190477,0.40476190476190477,0.0
34,W4,0.75,0.5238095238095238,0.5238095238095238,0.5238095476190476,2.3809523796991527e-08
36,S1,0.7634408602150538,0.7,0.0,0.7142857294117646,0.7142857294117646
36,S2,0.8924731182795699,0.8235294117647058,0.4117647058823529,0.8701298764705883,0.45836517058823534
36,S3,0.8172043010752688,0.7666666666666666,0.0,0.7792207833333333,0.7792207833333333
36,F1,0.6236559139784946,0.0,0.0,5.88235294918249e-08,5.88235294918249e-08
36,F2,0.9247311827956989,0.8833333333333333,0.5882352941176471,0.9090909149999999,0.32085562088235287
36,F3,0.7741935483870968,0.7,0.0,0.7272727333333333,0.7272727333333333
36,W1,0.8817204301075269,0.8166666666666667,0.3529411764705882,0.8571428633333333,0.5042016868627451
36,W2,0.5376344086021505,0.33333333333333337,0.0,0.4415584470588235,0.4415584470588235
36,W3,0.6451612903225806,0.0,0.0,0.6451612833333333,0.6451612833333333
37,S1,0.9315068493150684,0.8936170212765957,0.8936170212765957,0.8936170319148936,1.0638297909260075e-08
37,S2,0.9589041095890412,0.9361702127659575,0.9361702127659575,0.9361702234042553,1.0638297798237772e-08
37,S3,0.7123287671232876,0.5531914893617021,0.5531914893617021,0.5531915106382979,2.1276595707497847e-08
37,S4,0.7397260273972603,0.6595744680851063,0.6595744468085106,0.6595744680851063,2.1276595707497847e-08
37,F1,0.8082191780821918,0.7021276595744681,0.7021276595744681,0.7021276595744681,0.0
37,F2,0.7945205479452055,0.6808510638297872,0.6808510638297872,0.6808510851063829,2.1276595707497847e-08
37,F3,0.8356164383561644,0.07692307692307687,0.07692307692307687,0.07692315384615378,7.692307690820854e-08
37,F4,0.8493150684931507,0.7659574468085106,0.7659574468085106,0.7659574680851063,2.1276595707497847e-08
37,W1,0.7671232876712328,0.6382978723404256,0.6382978723404256,0.6382978723404256,0.0
37,W2,0.9589041095890412,0.7692307692307692,0.7692307692307692,0.7692308461538462,7.692307701923085e-08
37,W3,0.904109589041096,0.851063829787234,0.851063829787234,0.851063829787234,0.0
38,S1,0.6614173228346456,0.0,0.0,2.325581394124754e-08,2.325581394124754e-08
38,S2,0.7559055118110236,0.2790697674418605,0.2790697674418605,0.27906979069767446,2.325581394124754e-08
38,S3,0.937007874015748,0.813953488372093,0.813953488372093,0.813953511627907,2.325581394124754e-08
38,S4,0.7401574803149606,0.2325581395348837,0.2325581395348837,0.23255816279069763,2.325581394124754e-08
38,F1,0.9448818897637795,0.8372093023255813,0.8372093023255813,0.8372093255813954,2.325581405226984e-08
38,F2,0.6692913385826771,0.023255813953488413,0.023255813953488413,0.023255837209302244,2.3255813830225236e-08
38,F3,0.8740157480314961,0.627906976744186,0.627906976744186,0.627907,2.325581394124754e-08
38,F4,0.7007874015748031,0.11627906976744184,0.11627906976744184,0.11627909302325579,2.325581394124754e-08
38,W1,0.7086614173228347,0.13953488372093026,0.13953488372093026,0.1395349069767441,2.3255813830225236e-08
38,W2,0.7086614173228347,0.13953488372093026,0.13953488372093026,0.1395349069767441,2.3255813830225236e-08
38,W3,0.9133858267716536,0.7441860465116279,0.7441860465116279,0.7441860697674418,2.325581394124754e-08
38,W4,0.952755905511811,0.8604651162790697,0.8604651162790697,0.8604651279069767,1.162790697062377e-08
39,S1,0.9722222222222222,0.95,0.95,0.950000025,2.500000007010783e-08
39,S2,0.7777777777777778,0.6,0.6,0.6000000249999999,2.4999999959085528e-08
39,S3,0.9166666666666666,0.85,0.85,0.8500000249999999,2.4999999959085528e-08
39,F1,0.6944444444444444,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.0
39,F2,0.7777777777777778,0.6,0.6,0.6000000249999999,2.4999999959085528e-08
39,F3,0.9444444444444444,0.9,0.9,0.900000025,2.4999999959085528e-08
39,F4,0.9166666666666666,0.85,0.85,0.8500000249999999,2.4999999959085528e-08
39,W1,0.9444444444444444,0.9,0.9,0.90000005,5.000000002919336e-08
39,W2,0.7222222222222222,0.5,0.5,0.500000015,1.5000000019860238e-08
39,W3,0.9444444444444444,0.9,0.9,0.90000005,5.000000002919336e-08
44,S1,0.7967479674796748,0.5333333333333333,0.5333333333333333,0.7126436833333334,0.17931035000000006
44,S2,0.8292682926829268,0.6666666666666667,0.6666666666666667,0.7586206966666666,0.09195402999999991
44,S3,0.9186991869918699,0.8245614035087719,0.8245614035087719,0.8245614210526315,1.7543859587298982e-08
44,S4,0.7479674796747968,0.33333333333333337,0.33333333333333337,0.6436781666666667,0.3103448333333333
44,F1,0.8130081300813008,0.5964912280701755,0.5964912280701755,0.5964912456140351,1.7543859587298982e-08
44,F2,0.9105691056910569,0.8070175438596492,0.8070175438596492,0.8070175614035088,1.7543859587298982e-08
44,F3,0.8943089430894309,0.8070175438596492,0.8070175263157895,0.8070175438596492,1.7543859698321285e-08
44,W1,0.9105691056910569,0.8070175438596492,0.8070175438596492,0.8070175438596492,0.0
44,W2,0.7886178861788617,0.56,0.0,0.7727272866666667,0.7727272866666667
44,W3,0.926829268292683,0.8421052631578947,0.8421052631578947,0.8421052807017544,1.7543859698321285e-08
44,W4,0.7398373983739837,0.4385964912280702,0.4385964912280702,0.4385964912280702,0.0
45,S1,0.8656716417910448,0.7636363636363637,0.7636363454545455,0.7636363818181818,3.636363632431028e-08
45,S2,0.3880597014925373,0.0,0.0,0.32499999999999996,0.32499999999999996
45,S3,0.9253731343283582,0.84,0.83999996,0.840000012,5.1999999972629496e-08
45,F1,0.9552238805970149,0.84,0.83999996,0.840000012,5.1999999972629496e-08
45,F2,0.8059701492537313,0.7636363636363637,0.7636363454545455,0.7636363818181818,3.636363632431028e-08
45,F3,0.7388059701492538,0.6666666666666667,0.6666666666666667,0.6666666851851852,1.8518518496435377e-08
45,F4,0.9477611940298507,0.84,0.83999996,0.840000012,5.1999999972629496e-08
45,W1,0.4701492537313433,0.0,0.0,0.0,0.0
45,W2,0.8134328358208955,0.6181818181818182,0.6181818181818182,0.6181818363636364,1.818181827317744e-08
45,W3,0.9701492537313433,0.84,0.84,0.840000012,1.199999999368373e-08
46,S1,0.64,0.603448275862069,0.6034482586206896,0.6034482931034483,3.4482758648479717e-08
46,S2,0.86,0.8103448275862069,0.7586206896551724,0.8103448448275862,0.0517241551724138
46,S3,0.9299999999999999,0.8793103448275862,0.8793103448275862,0.8793103620689655,1.7241379324239858e-08
46,S4,0.9299999999999999,0.8793103448275862,0.8793103448275862,0.8793103620689655,1.7241379324239858e-08
46,F1,0.84,0.8103448275862069,0.8103448103448276,0.8103448448275862,3.4482758537457414e-08
46,F2,0.83,0.8103448275862069,0.8103448103448276,0.8103448448275862,3.4482758537457414e-08
46,F3,0.92,0.8620689655172413,0.8620689655172413,0.8620689827586208,1.724137943526216e-08
46,F4,0.53,0.2068965517241379,0.2068965344827587,0.20689656896551722,3.4482758537457414e-08
46,W1,0.6599999999999999,0.19047619047619047,0.19047619047619047,0.19047621428571426,2.3809523796991527e-08
46,W2,0.8,0.6551724137931034,0.6551724137931034,0.6551724310344827,1.7241379324239858e-08
46,W3,0.76,0.5862068965517242,0.5862068965517242,0.5862069137931034,1.7241379213217556e-08
47,S1,0.9375,0.9,0.9,0.90000005,5.000000002919336e-08
47,S2,0.65625,0.6,0.5999999500000001,0.60000005,9.999999994736442e-08
47,S3,0.71875,0.55,0.55,0.60000005,0.05000004999999996
47,F1,0.625,0.6,0.5999999500000001,0.60000005,9.999999994736442e-08
47,F2,0.84375,0.75,0.75,0.75000005,5.000000002919336e-08
47,F3,0.71875,0.55,0.55,0.55000005,4.9999999918171056e-08
47,W1,0.875,0.8,0.8,0.80000005,4.9999999918171056e-08
47,W2,0.71875,0.55,0.55,0.55000005,4.9999999918171056e-08
47,W3,0.59375,0.5833333333333333,0.5833332499999999,0.5833334166666666,1.66666666689963e-07
50,S1,0.8625954198473282,0.6842105263157895,0.09999999999999998,0.8625954192982457,0.7625954192982457
50,S2,0.6870229007633588,0.44999999999999996,0.0,0.45000005,0.45000005
50,S3,0.5419847328244275,0.25,0.0,0.2500000499999999,0.2500000499999999
50,F1,0.6564885496183206,0.25,0.0,0.2500000499999999,0.2500000499999999
50,F2,0.8854961832061069,0.736842105263158,0.25,0.8854961824561404,0.6354961824561404
50,F3,0.6717557251908397,0.45614035087719296,0.0,0.5974025964912281,0.5974025964912281
