instance,failed,nominal,draws,pm5_low,pm5_high,pm5_strand_draws,pm5_distinct,pm20_low,pm20_high,pm20_strand_draws,pm20_distinct
1,W1,0.7083333333333333,20,0.41666666666666663,0.7083333333333333,0,2,0.41666666666666663,0.7083333333333333,0,2
1,W2,0.33333333333333337,20,0.33333333333333337,0.6,0,2,0.33333333333333337,0.6,0,2
1,W3,0.7916666666666666,20,0.7916666666666666,0.7916666666666666,0,1,0.7916666666666666,0.7916666666666666,0,1
1,W4,0.8333333333333334,20,0.8333333333333334,0.8333333333333334,0,1,0.8333333333333334,0.8333333333333334,0,1
3,F1,0.7884615384615384,20,0.7884615384615384,0.7884615384615384,0,1,0.7884615384615384,0.7884615384615384,0,1
3,F2,0.7115384615384616,20,0.7115384615384616,0.7115384615384616,0,1,0.7115384615384616,0.7115384615384616,0,1
3,F3,0.32692307692307687,20,0.32692307692307687,0.32692307692307687,0,1,0.32692307692307687,0.32692307692307687,0,1
3,S1,0.8269230769230769,20,0.8269230769230769,0.8269230769230769,0,1,0.8269230769230769,0.8269230769230769,0,1
3,S2,0.5576923076923077,20,0.5576923076923077,0.5576923076923077,0,1,0.5576923076923077,0.5576923076923077,0,1
3,S3,0.25,20,0.25,0.25,0,1,0.25,0.25,0,1
3,W1,0.07692307692307687,20,0.07692307692307687,0.07692307692307687,0,1,0.07692307692307687,0.07692307692307687,0,1
3,W2,0.3846153846153846,20,0.3846153846153846,0.3846153846153846,0,1,0.3846153846153846,0.3846153846153846,0,1
3,W3,0.7884615384615384,20,0.7884615384615384,0.7884615384615384,0,1,0.7884615384615384,0.7884615384615384,0,1
4,F1,0.7391304347826086,20,0.679245283018868,0.7391304347826086,0,2,0.679245283018868,0.7391304347826086,0,2
4,F2,0.7391304347826086,20,0.7391304347826086,0.7391304347826086,0,1,0.7391304347826086,0.7391304347826086,0,1
4,F3,0.7924528301886793,20,0.782608695652174,0.7924528301886793,0,2,0.6739130434782609,0.7924528301886793,0,3
4,S1,0.7173913043478262,20,0.5869565217391304,0.7173913043478262,0,2,0.4782608695652174,0.7173913043478262,0,4
4,S2,0.4565217391304348,20,0.4565217391304348,0.4565217391304348,0,1,0.4565217391304348,0.4565217391304348,0,1
4,S3,0.6521739130434783,20,0.5217391304347826,0.6521739130434783,0,2,0.49056603773584906,0.6521739130434783,0,4
4,W1,0.9056603773584906,20,0.9056603773584906,0.9056603773584906,0,1,0.9056603773584906,0.9056603773584906,0,1
4,W2,0.8695652173913043,20,0.8695652173913043,0.8695652173913043,0,1,0.8695652173913043,0.8695652173913043,0,1
4,W3,0.4565217391304348,20,0.4565217391304348,0.4565217391304348,0,1,0.4565217391304348,0.4565217391304348,0,1
4,W4,0.5660377358490566,20,0.5660377358490566,0.5660377358490566,0,1,0.5660377358490566,0.5660377358490566,0,1
5,F1,0.9259259259259259,20,0.9259259259259259,0.9259259259259259,0,1,0.9259259259259259,0.9259259259259259,0,1
5,F2,0.5185185185185186,20,0.5185185185185186,0.5185185185185186,0,1,0.5185185185185186,0.5555555555555556,0,2
5,F3,0.962962962962963,20,0.962962962962963,0.962962962962963,0,1,0.962962962962963,0.962962962962963,0,1
5,S1,0.9259259259259259,20,0.9259259259259259,0.9259259259259259,0,1,0.9259259259259259,0.9259259259259259,0,1
5,S2,0.962962962962963,20,0.962962962962963,0.962962962962963,0,1,0.962962962962963,0.962962962962963,0,1
